Goods code;Add code;Order No.;Origin;Measure type;Excluded country code;Origin code;Meas. type code;Excluded country
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304730000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304740000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304740000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304740000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304740000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304740000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304740000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304740000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304740000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304740000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304741510;;092774;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304741510;;092774;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304741910;;092774;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304741910;;092774;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304750000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304750000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304750000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304750000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304750000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304750000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304750000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304750000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304750000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304750010;;092777;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304750010;;092777;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304790000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304790000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304790000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304790000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304790000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304790000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304790000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304790000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304790000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304795010;;092761;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304795010;;092761;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304799011;;092761;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304799011;;092761;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304810000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304810000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304810000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304810000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304810000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304810000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304810000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304810000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304810000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304810020;;092822;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304810020;;092822;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304820000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304820000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304820000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304820000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304820000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304820000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304820000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304820000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304821000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304825000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304825000;;;European Economic Area;Tariff preference;Liechtenstein;2012;142;LI
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304829000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304829010;;;ERGA OMNES;Anti-dumping/countervailing statistic;Türkiye;1011;566;TR
0304830000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304830000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304830000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304830000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304830000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
0304830000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304830000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304830000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Comoros (excluding Mayotte);1011;719;KM
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;St Vincent and the Grenadines;1011;719;VC
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Trinidad and Tobago;1011;719;TT
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cameroon;1011;719;CM
0304830000;;;ERGA OMNES;Control on illegal, unreported and unregulated fishing;Cambodia;1011;719;KH
0304839021;;092778;ERGA OMNES;Non preferential tariff quota under end-use;Belarus;1011;123;BY
0304839021;;092778;ERGA OMNES;Non preferential tariff quota under end-use;Russian Federation;1011;123;RU
0304840000;;;All third countries;Veterinary control;Iceland;1008;410;IS
0304840000;;;All third countries;Veterinary control;Greenland;1008;410;GL
0304840000;;;All third countries;Veterinary control;Norway;1008;410;NO
0304840000;;;All third countries;Veterinary control;Switzerland;1008;410;CH
0304840000;;;All third countries;Veterinary control;Andorra;1008;410;AD
0304840000;;;All third countries;Veterinary control;San Marino;1008;410;SM
0304840000;;;All third countries;Veterinary control;Faroe Islands;1008;410;FO
0304840000;;;All third countries;Veterinary control;Liechtenstein;1008;410;LI
